name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;1035;0;1059;3153;1910;3153;1886;0
header;203;197;203;232;1881;232;1881;197
A;1044;265;1044;298;1071;298;1071;265
A;1542;398;1542;425;1555;425;1555;398
B;1052;958;1052;990;1075;990;1075;958
A;1214;1123;1214;1129;1220;1129;1220;1123
A;1199;1338;1199;1364;1213;1364;1213;1338
A;1803;1559;1803;1585;1815;1585;1815;1559
A;1888;1645;1888;1672;1898;1672;1898;1645
C;1059;1646;1059;1679;1080;1679;1080;1646
A;1636;1739;1636;1767;1649;1767;1649;1739
A;1779;1829;1779;1855;1792;1855;1792;1829
D;1072;2411;1072;2444;1095;2444;1095;2411
