name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;640;0;878;3165;1864;3165;1746;0
header;184;159;184;196;1929;196;1929;159
A;1022;231;1022;264;1047;264;1047;231
B;849;415;849;433;865;433;865;415
B;1028;915;1028;947;1050;947;1050;915
A;1766;1516;1766;1542;1780;1542;1780;1516
C;1021;1600;1021;1634;1042;1634;1042;1600
A;1620;1850;1620;1861;1626;1861;1626;1850
A;1412;1918;1412;1944;1425;1944;1425;1918
A;1496;2015;1496;2021;1501;2021;1501;2015
D;1025;2262;1025;2293;1049;2293;1049;2262
A;1494;2875;1494;2877;1494;2877;1494;2875
A;1443;2876;1443;2879;1445;2879;1445;2876
A;1758;3163;1758;3163;1765;3163;1765;3163
A;1318;3164;1318;3164;1321;3164;1321;3164
